,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
3563,880,brainstorm idea coordin futur integr ,for brainstorming ideas and coordinating future integrations! ,13.0,divine_comedian#5493,2022-01-26T23:00:00.000Z,
3565,882,help rainbow roll donat ,for helping on rainbow rolls donations ,13.0,divine_comedian#5493,2022-02-02T23:00:00.000Z,
3568,885,increas auto test coverag rainbow roll ,for increasing auto-test coverage and rainbow rolls. ,21.0,mohammad_ranjbar_z#2709,2022-02-09T23:00:00.000Z,
3569,886,help plan strateg defin way giveth meet need commun ,"for his help with planning, strategizing, and defining the ways that Giveth can meet the needs of our community ",34.0,ezetec,2022-02-02T23:00:00.000Z,
3572,889,thought fraud protect care manag verif process ,for being thoughtful of fraud protection and for carefully managing our verification process. ,34.0,WhyldWanderer#7002,2022-01-19T23:00:00.000Z,
3574,891,ad mani great idea giv multivers propos ,for adding so many great ideas to the GIV multiverse proposal ,13.0,karmaticacid#1218,2022-01-26T23:00:00.000Z,
3575,892,manag organ comm github board ,for managing an organized comms github board ,13.0,karmaticacid#1218,2022-02-09T23:00:00.000Z,
3578,895,tackl comm issu start new initi like newslett ,for tackling comms issues & starting new initiatives like the newsletter ,13.0,karmaticacid#1218,2022-02-02T23:00:00.000Z,
3579,896,amaz buidler ,our amazing buidlers ,8.0,Carlos096#8712,2022-01-19T23:00:00.000Z,
3580,0,wonder check comm support comm support 😄 prais amaz ethden talk prais load info upcom ethden articl prais great presenc ethden prais meet maker ,for wonderful check in for comms and support and comms support 😄 !praise and for amazing EthDen talks !praise for loads of info for upcoming EthDen article !praise for great presence at EthDen and all over! !praise for Meet the Makers ,52.8,"Griff (💜,💜)#8888",2022-03-02T23:00:00.000Z,
3581,1,wonder check comm support comm support 😄 amaz ethden talk load info upcom ethden articl great presenc ethden meet maker ,for wonderful check in for comms and support and comms support 😄 and for amazing EthDen talks for loads of info for upcoming EthDen article for great presence at EthDen and all over! for Meet the Makers ,9.6,"Griff (💜,💜)#8888",2022-03-02T23:00:00.000Z,
3582,2,shill giveth ethdenv ,for shilling Giveth at ETHDenver. ,7.47,willyfox#1178,2022-03-01T23:00:00.000Z,
3583,3,wonder check comm support comm support 😄 amaz ethden talk load info upcom ethden articl great presenc ethden meet maker ,for wonderful check in for comms and support and comms support 😄 and for amazing EthDen talks for loads of info for upcoming EthDen article for great presence at EthDen and all over! for Meet the Makers ,52.33,"Griff (💜,💜)#8888",2022-03-02T23:00:00.000Z,
3585,5,today commun synch call learnt lot got excit futur give 💜💜 ,and for today's Community Synch Call. I've learnt a lot from you and got excited for the future of giving 💜💜 ,50.67,WhyldWanderer#7002,2022-02-22T23:00:00.000Z,
3587,7,best giveth shill ,for being the best giveth shill ,52.5,"Griff (💜,💜)#8888",2022-03-09T23:00:00.000Z,
3589,9,repres giveth ethdenv daoist ,for representing Giveth at ETHDenver & The DAOists ,59.5,"Griff (💜,💜)#8888",2022-02-23T23:00:00.000Z,
3590,10,talk daoist ,for talks at Daoist ,9.3,"Griff (💜,💜)#8888",2022-03-09T23:00:00.000Z,
3591,11,repres giveth mexico citi ,for representing Giveth in Mexico City ,11.97,"Griff (💜,💜)#8888",2022-03-09T23:00:00.000Z,
3593,13,mexico commun giveth ,for being in mexico communicating about Giveth ,11.97,"Griff (💜,💜)#8888",2022-03-09T23:00:00.000Z,
3594,14,amaz represent daoist get excit jump world ,for the amazing representation at the DAOist and getting me all excited about jumping into this world ,11.97,"Griff (💜,💜)#8888",2022-03-09T23:00:00.000Z,
3595,15,introduc us angel vault ,for introducing us to angel vaults ,51.37,willyfox#1178,2022-03-09T23:00:00.000Z,
3598,18,drop itchi angelvault insan cool ,for dropping in with Itchi AngelVaults which are insanely cool ,48.97,willyfox#1178,2022-03-09T23:00:00.000Z,
3606,26,rep giveth daoist mexico ,for repping Giveth at DAOist in Mexico! ,59.6,"Griff (💜,💜)#8888",2022-03-02T23:00:00.000Z,
3607,27,promot giveth daoist new mexico ,for promoting Giveth in DAOist New Mexico ,14.47,"Griff (💜,💜)#8888",2022-03-02T23:00:00.000Z,
3608,28,great adventur mexico citi ,for all the great adventures in mexico city ,5.5,Carlos096#8712,2022-03-09T23:00:00.000Z,
3610,30,build amaz platform ,for building this amazing platform ,69.0,"Griff (💜,💜)#8888",2022-03-09T23:00:00.000Z,
3611,31,fli mexico meet first time ,s for flying to mexico to meet me for the first time!! ,48.7,Carlos096#8712,2022-03-09T23:00:00.000Z,
3612,32,wonder check comm support comm support 😄 amaz ethden talk load info upcom ethden articl great presenc ethden meet maker ,for wonderful check in for comms and support and comms support 😄 and for amazing EthDen talks for loads of info for upcoming EthDen article for great presence at EthDen and all over! for Meet the Makers ,69.0,willyfox#1178,2022-03-02T23:00:00.000Z,
3613,33,champion ichi angel vault propos stoke ,for championing the ICHI Angel Vault proposal - I'm stoked about this ,8.17,willyfox#1178,2022-03-09T23:00:00.000Z,
3614,34,mani talk podcast last week know didnt lose voic yet ,for doing so many talks and podcasts these last few weeks (I don't know how he didnt lose his voice yet) ,69.0,"Griff (💜,💜)#8888",2022-03-02T23:00:00.000Z,
3616,36,take care regular payment ,For taking care of regular payments ,57.67,"Griff (💜,💜)#8888",2022-03-02T23:00:00.000Z,
3619,39,give two awesom talk ethdenv ,for giving two awesome talks at ETHdenver ,57.67,"Griff (💜,💜)#8888",2022-02-23T23:00:00.000Z,
3620,40,shill giveth ethdenv ,for shilling giveth all over ETHdenver ,57.67,"Griff (💜,💜)#8888",2022-02-16T23:00:00.000Z,
3621,41,shill giveth ethdenv ,for shilling giveth all over ETHdenver ,63.67,willyfox#1178,2022-02-16T23:00:00.000Z,
3623,43,print much awesom giveth swag ,for printing so much awesome giveth swag ,56.67,CutThePlastic,2022-02-23T23:00:00.000Z,
3627,47,give talk ethdenv ,for giving a talk at ETHdenver! ,100.33,willyfox#1178,2022-02-23T23:00:00.000Z,
3629,49,onboard new nonprofit platform ,for onboarding new nonprofits to the platform. ,59.33,WhyldWanderer#7002,2022-02-23T23:00:00.000Z,
3630,50,help throw great giveth parti daoist excel tour guid cdmx ,for helping throw a great giveth party at the DAOist and being an excellent tour guide of CDMX ,53.03,Almond | oyealmond#7049,2022-03-09T23:00:00.000Z,
3631,51,repres giveth ethdenv ,for representing Giveth at ETHDenver ,6.37,willyfox#1178,2022-02-16T23:00:00.000Z,
3634,54,give talk daoist mexico ,for giving a talk at the DAOist Mexico. ,66.33,"Griff (💜,💜)#8888",2022-03-09T23:00:00.000Z,
3635,55,give epic talk ethdenv ,for giving epic talks at ethdenver ,49.83,"Griff (💜,💜)#8888",2022-02-23T23:00:00.000Z,
3636,56,crush regenfarm firepurpl  ♻️ givstream  ,for crushing RegenFarms <a:FirePurple:840168829605773323> ♻️ <:GIVstream:923427489819263006> ,7.07,paxthemax#4454,2022-03-01T23:00:00.000Z,
3637,57,particip mani panel great rep women web ,for participating in so many panels and being a great rep for women in web3 ,107.33,karmaticacid#1218,2022-02-23T23:00:00.000Z,
3638,58,buidl regenfarm flexibl switch gear support cow drop stream ,for buidling RegenFarms and the flexibility to switch gears to support COW in their drop/stream ,50.27,paxthemax#4454,2022-03-02T23:00:00.000Z,
3640,60,pming giveconomi stay top new issu ,"for PMing the GIVeconomy, staying on top of the new issues ",68.17,karmaticacid#1218,2022-03-02T23:00:00.000Z,
3641,61,amaz represent daoist get excit jump world ,for the amazing representation at the DAOist and getting me all excited about jumping into this world ,14.63,karmaticacid#1218,2022-03-09T23:00:00.000Z,
3643,63,whoever repres giveth ethdevn ,and whoever represented Giveth at ethdevner ,31.13,karmaticacid#1218,2022-02-23T23:00:00.000Z,
3644,64,shill giveth ethdenv ,for shilling Giveth at ETHDenver. ,7.63,karmaticacid#1218,2022-03-01T23:00:00.000Z,
3648,68,crush regenfarm firepurpl  ♻️ givstream  ,for crushing RegenFarms <a:FirePurple:840168829605773323> ♻️ <:GIVstream:923427489819263006> ,3.3,karmaticacid#1218,2022-03-01T23:00:00.000Z,
3649,69,repres giveth ethdenv daoist ,for representing Giveth at ETHDenver & The DAOists ,4.43,karmaticacid#1218,2022-02-23T23:00:00.000Z,
3650,70,kick ass regen farm way keep scope small ,for kicking ass on the Regen Farms!! Way to keep scope small ,31.13,karmaticacid#1218,2022-03-01T23:00:00.000Z,
3651,71,amaz adventur mezcal shillin giveth cdmx ,for all the amazing adventures and mezcal we had while shillin giveth in CDMX ,4.67,karmaticacid#1218,2022-03-09T23:00:00.000Z,
3653,73,repres giveth mexico citi ,for representing Giveth in Mexico City ,31.13,karmaticacid#1218,2022-03-09T23:00:00.000Z,
3654,74,success run meet maker event ,for her successful running of the meet the makers event ,5.1,ReForest,2022-03-02T23:00:00.000Z,
3658,78,organis meet maker 🌱 prais write beauti articl meet maker http medium com giveth meet maker giveth io giveconomi faaaca sourc collect home   ,for organising Meet the Makers 🌱 !praise for writing this beautiful article for Meet the Makers: https://medium.com/giveth/meet-the-makers-of-the-giveth-io-giveconomy-1fa9a713aca4?source=collection_home---4------0----------------------- ,5.1,ReForest,2022-03-01T23:00:00.000Z,
3659,79,coordin meet maker ,for coordinating Meet the Makers ,5.1,ReForest,2022-03-02T23:00:00.000Z,
3660,80,make giveth gathertown meet maker event ,for making a Giveth Gathertown for the Meet the Makers event! ,35.0,ReForest,2022-02-22T23:00:00.000Z,
3664,84,talk hour  day ago prais get speed around verif debat prais give prais power ,for talking to me for an hour 10 days ago !praise for getting me up to speed around the the verification debates !praise for giving me praise powers! ,34.0,WhyldWanderer#7002,2022-02-23T23:00:00.000Z,
3670,90,rep giveth ethdenv use qr code help recruit ,for repping Giveth at EthDenver and using my QR code to help with recruiting. ,34.17,willyfox#1178,2022-02-23T23:00:00.000Z,
3671,91,coordin team ,for coordinating the team! ,43.67,MoeNick#1374,2022-02-16T23:00:00.000Z,
3673,93,proactiv support unchain initi get verifi wip 💜 ,for her proactivity supporting the Unchain initiative getting verified (WIP) 💜 ,9.97,WhyldWanderer#7002,2022-03-01T23:00:00.000Z,
3676,96,promot giveth daoist new mexico ,for promoting Giveth in DAOist New Mexico ,36.93,Carlos096#8712,2022-03-02T23:00:00.000Z,
3677,97,give interview colleagu outsid web hope let peopl know idea behind giveth ,for giving an interview to my colleagues outside of Web3 and hopefully let more people know about the ideas behind Giveth. ,43.67,"Griff (💜,💜)#8888",2022-03-08T23:00:00.000Z,
3678,98,great pm push hard make giveth io v ,for being a great PM and pushing hard on making giveth.io v2 ,41.0,MoeNick#1374,2022-02-23T23:00:00.000Z,
3679,99,push hard version cant say thank 🙂👏 ,for pushing hard this version. I cant say how thankful I am. 🙂👏 ,45.33,mateodaza#3156,2022-02-22T23:00:00.000Z,
3681,101,amaz represent daoist get excit jump world ,for the amazing representation at the DAOist and getting me all excited about jumping into this world ,41.0,mateodaza#3156,2022-03-09T23:00:00.000Z,
3682,102,effort make dapp great ,For their effort for making Dapps great again ,34.43,mateodaza#3156,2022-02-23T23:00:00.000Z,
3685,105, whyldwander 💜 💜 immedi support help unchain fund ukrainian brother sister alex shelpin ,"@WhyldWanderer(💜,💜) for his immediate support to help with the unchain fund for our Ukrainian brothers and sisters - From Alex Shelpin ",38.33,WhyldWanderer#7002,2022-02-24T23:00:00.000Z,
3686,106,throw badass giveth parti everyon love ,for throwing a badass giveth party!! everyone loved it! ,8.0,Almond | oyealmond#7049,2022-03-09T23:00:00.000Z,
3687,107,custom support find  essenti bug dapp mean lot man appreci ,for customer support and finding 2 essential bugs in our DAPP. It means a lot man. Appreciate it. ,48.0,Carlos096#8712,2022-03-14T23:00:00.000Z,
3689,109,rep giveth daoist mexico ,for repping Giveth at DAOist in Mexico! ,4.8,mateodaza#3156,2022-03-02T23:00:00.000Z,
3690,110,product even new mexico ,For being productive even in new mexico ,37.8,mateodaza#3156,2022-03-09T23:00:00.000Z,
3691,111,promot giveth daoist new mexico ,for promoting Giveth in DAOist New Mexico ,48.0,mateodaza#3156,2022-03-02T23:00:00.000Z,
3693,113,mexico commun giveth ,for being in mexico communicating about Giveth ,4.8,mateodaza#3156,2022-03-09T23:00:00.000Z,
3694,114,set giveth parti mexico citi givepurpl  ,for setting up the Giveth party in Mexico City <:givepurple:809545200925671485> ,55.0,Almond | oyealmond#7049,2022-02-23T23:00:00.000Z,
3695,115,wonder check comm support comm support 😄 amaz ethden talk load info upcom ethden articl great presenc ethden meet maker ,for wonderful check in for comms and support and comms support 😄 and for amazing EthDen talks for loads of info for upcoming EthDen article for great presence at EthDen and all over! for Meet the Makers ,37.37,WhyldWanderer#7002,2022-03-02T23:00:00.000Z,
3697,117,put togeth detail poap distribut document ,for putting together detailed POAP distribution documentation ,48.0,WhyldWanderer#7002,2022-03-13T23:00:00.000Z,
3700,120,john paller dani johnathan krissi simona kevin ethdenv organ make awesom confer put side blockchaingood space stage soooo much ,"John Paller, Dani, Johnathan, Krissy, Simona, Kevin, and all the other ETHDenver Organizers for making an awesome Conference and putting Our side of the blockchain4good space on stage soooo much! ",59.33,Niran | Panvala#9353,2022-02-23T23:00:00.000Z,
3702,122,wonder check comm support comm support 😄 amaz ethden talk load info upcom ethden articl great presenc ethden meet maker ,for wonderful check in for comms and support and comms support 😄 and for amazing EthDen talks for loads of info for upcoming EthDen article for great presence at EthDen and all over! for Meet the Makers ,18.67,karmaticacid#1218,2022-03-02T23:00:00.000Z,
3704,124,get snapshot instanc readi rock ,for getting the snapshot instance ready to rock! ,59.33,pKrepe,2022-03-09T23:00:00.000Z,
3705,125,help make daoist slide sooo amaz 😍 lucki ,for helping make my DAOists slides sooo amazing 😍 we are so lucky to have you!! ,5.23,Rodricast#1415,2022-03-05T23:00:00.000Z,
3706,126,rep giveth daoist mexico ,for repping Giveth at DAOist in Mexico! ,22.43,karmaticacid#1218,2022-03-02T23:00:00.000Z,
3707,127,promot giveth daoist new mexico ,for promoting Giveth in DAOist New Mexico ,70.67,karmaticacid#1218,2022-03-02T23:00:00.000Z,
3710,130,mexico commun giveth ,for being in mexico communicating about Giveth ,12.47,karmaticacid#1218,2022-03-09T23:00:00.000Z,
3712,132,give talk daoist mexico ,for giving a talk at the DAOist Mexico. ,33.77,karmaticacid#1218,2022-03-09T23:00:00.000Z,
3713,133,help set slide daoist ,for helping me set up my slides for the DAOist ,52.33,Rodricast#1415,2022-03-02T23:00:00.000Z,
3714,134,wonder check comm support comm support 😄 prais amaz ethden talk prais load info upcom ethden articl prais great presenc ethden prais meet maker ,for wonderful check in for comms and support and comms support 😄 !praise and for amazing EthDen talks !praise for loads of info for upcoming EthDen article !praise for great presence at EthDen and all over! !praise for Meet the Makers ,1.87,karmaticacid#1218,2022-03-02T23:00:00.000Z,
3716,136,coordin plan giv economi ,For Coordinating and planning for GIV economy ,13.5,karmaticacid#1218,2022-03-09T23:00:00.000Z,
